day,water_level
1,10.210245319031982
2,10.137541982820933
3,10.420020470641443
4,10.724769598113605
5,10.3712856500064
6,10.456974247999879
7,10.995843428373611
8,10.878252542854552
9,10.654175506837667
10,10.992105731803878
11,10.825279126013106
12,10.90909006095053
13,11.170098132912335
14,10.7150437688653
15,10.845537017452676
16,11.219218905360284
17,11.189204384319439
18,11.603167956430262
19,11.379342289581519
20,11.334538572636744
21,12.134792803112246
22,11.792178639331732
23,11.945199082390017
24,11.651252899476502
25,11.949872331930289
26,12.191608610179623
27,11.953398314346478
28,12.411675859100672
29,12.243509528099242
30,12.395954313351568
31,12.392928066203172
32,13.080147582954986
33,12.686651551507016
34,12.497748833599124
35,13.039145009481386
36,12.598790454776248
37,13.025849333555005
38,12.552466819605687
39,12.77818722997973
40,13.226376813418167
41,13.42776445017376
42,13.351015161508883
43,13.343306023567667
44,13.359987912221012
45,13.12766113766638
46,13.378322059310195
47,13.503060498739615
48,13.941365671374657
49,13.820765010874892
50,13.350769003552129
51,13.928095126768387
52,13.805208685249799
53,13.785497783707397
54,14.1597245130836
55,14.315445175660793
56,14.34020279629112
57,13.946048751023381
58,14.125788934209588
59,14.33190131548853
60,14.537706073159605
61,14.21748821418666
62,14.333043781555261
63,14.143753806215312
64,14.160855076277574
65,14.701285803859767
66,14.874129071155885
67,14.552637410531585
68,14.855739663056179
69,14.728117424157892
70,14.507906205463344
71,14.789629191086581
72,15.112491078752205
73,14.746326071698281
74,15.17233504691303
75,14.150712643339068
76,15.03417531436808
77,14.872081376317078
78,14.795750438245634
79,14.91218190166216
80,14.409640122707824
81,14.867451111801083
82,15.026025354847869
83,15.319135986622145
84,14.831543492521249
85,14.768966133746463
86,14.85415571983976
87,15.215475394966296
88,15.074364883192741
89,14.863810005256656
90,15.127159368177793
91,15.024223086017962
92,15.241744540906911
93,14.822218129967448
94,14.912483041275726
95,14.891558766043921
96,14.617415771737821
97,15.049556624769632
98,15.031548064382044
99,14.95684868412789
100,14.884741167817916
101,14.57589806430655
102,14.809471429208571
103,14.812389829095757
104,14.679483435856437
105,14.820269555228805
106,14.940701629323955
107,15.288899218123378
108,14.837233538144442
109,14.832792580832919
110,14.723196421119317
111,14.234112913127344
112,14.677778262614853
113,14.668677207675152
114,15.23726413908679
115,14.539827889101689
116,14.628409986054484
117,14.508101069197112
118,14.187026944269663
119,14.725992316776221
120,14.588044278039371
121,14.55628958030737
122,14.088363776550873
123,14.62230942648316
124,13.875782521067245
125,14.326341670543252
126,14.679384900072042
127,13.835056175946907
128,13.89082529920403
129,14.005827160184989
130,13.802380361864524
131,13.48675434906867
132,13.836583807654222
133,13.497758209228516
134,13.824508161901775
135,13.417931711873988
136,13.975868169634195
137,13.332104727451831
138,13.385890755383468
139,13.6072463517275
140,13.03260324195918
141,13.332646769696458
142,13.537059254753427
143,12.741943264338866
144,13.122581464449715
145,13.073091014686721
146,13.134381979406694
147,12.559623661802103
148,12.467832158779816
149,12.856687584107481
150,12.727896409117964
151,12.642935167665733
152,12.592821119603123
153,12.26135735514883
154,12.413860962659571
155,12.352801585866963
156,12.024006067245884
157,12.591445327633961
158,12.165238024306056
159,11.670125508981673
160,12.052678228178282
161,11.564898236092008
162,11.92483271428928
163,11.936691305874502
164,11.360364625091206
165,11.724408128678533
166,11.504348607730206
167,11.523842503638662
168,11.709309148068167
169,11.090181322152343
170,10.879170536109608
171,10.760985841561503
172,10.694880357386452
173,10.79475963733906
174,10.814283978303536
175,10.712913587095409
176,10.76509084786748
177,10.475934222055475
178,10.750315915456644
179,10.234902178519476
180,10.895153456670059
181,10.285509038076917
182,9.828745595339372
183,9.689241891041279
184,9.991525902675132
185,9.729023138645886
186,9.877433736694059
187,9.731377009976072
188,9.509109022749785
189,9.230006534874427
190,8.97754730656563
191,9.159375277383873
192,9.400064633888286
193,9.154690507404739
194,8.705200856354121
195,8.975690654263817
196,8.94480099377915
197,8.543924738545039
198,8.720103812846345
199,8.613398803615418
200,8.230693329174894
201,8.52391163540794
202,8.49315372046941
203,8.542701247440153
204,8.454881859359888
205,7.767042831990905
206,7.7975923567388845
207,8.081979022724058
208,8.003444787880282
209,7.926167999824038
210,8.683649405121388
211,7.786925089303974
212,7.852527874501701
213,7.732291373644423
214,7.582535857747187
215,7.267532448030247
216,7.463540112420062
217,7.008847384314723
218,7.071934008793374
219,6.939732851580359
220,7.012348218721969
221,7.5022416418517395
222,6.389369628872891
223,6.961291481410811
224,6.321039246157161
225,6.541697712484974
226,6.86837060185676
227,6.5496638703389785
228,6.202645754981784
229,6.2327895043052
230,6.522111666801232
231,6.111298287827739
232,6.290780509735452
233,6.191949896023239
234,5.9626797062633425
235,6.60773674693776
236,6.177565436666426
237,5.461314621730875
238,5.9639233214627785
239,5.702782390188356
240,6.033480936605874
241,5.575624528626511
242,5.699705040884141
243,5.810536179495557
244,5.8579072049959215
245,5.2998648783683775
246,5.476088077892298
247,5.402067218535217
248,5.319888680233151
249,5.888340409599193
250,5.513327297443272
251,5.063325400450773
252,5.575845831573797
253,5.846132317776001
254,5.5443105981856835
255,4.878349608450638
256,5.11053649863121
257,5.523138702360174
258,5.005729890774561
259,5.271265941916236
260,5.333067530212029
261,4.888214628943638
262,5.0870502027571
263,4.275050405082821
264,4.814162339847276
265,4.993470010990008
266,4.732483884541515
267,5.441818579645838
268,4.666938100006354
269,4.906694369554904
270,5.043099339994562
271,5.365919744341361
272,4.643303058768354
273,5.29120764476505
274,5.002604566573946
275,4.755780327338559
276,5.1192758123674
277,5.057587818115547
278,4.863320915169524
279,5.037855540511609
280,4.9325820663148
281,5.067268289223151
282,5.2158701931934965
283,5.459756992066406
284,4.768177041532827
285,5.62672599230602
286,4.6227363425910895
287,5.091551450379001
288,5.296759692363608
289,5.241548278659483
290,5.038676200683347
291,5.166795304451152
292,5.121467184859523
293,5.124676873628235
294,5.513120234545777
295,5.420067727376636
296,5.189064183288852
297,5.620043530275139
298,5.506184939292481
299,5.66814646569656
300,5.659252862219684
301,5.3328445149717405
302,5.439617190233939
303,5.807364875559601
304,5.81531079271038
305,5.700954810129947
306,5.780246388189555
307,6.116324195774715
308,5.696254020962
309,6.029391578780436
310,5.891756541854721
311,5.938774258319813
312,6.31996592921291
313,6.30487483189313
314,6.356303274580469
315,6.53484065939577
316,6.270390521925411
317,6.493403128003812
318,6.304213119372071
319,6.522758476713236
320,6.470172601149843
321,6.588985155129845
322,6.7765711621945
323,6.48727173798024
324,7.279949013746457
325,6.571334150174186
326,6.586219104598727
327,7.247143367799385
328,7.224282238686918
329,7.252028586994032
330,7.323577595860481
331,7.234761740950174
332,7.0856605494370415
333,7.401873102720681
334,7.287354852861447
335,7.774902182554551
336,7.569566454045519
337,7.4758743462876165
338,7.678506830884698
339,7.939354900816748
340,7.773100848737421
341,7.787004955078528
342,8.13260477165494
343,8.212618928323813
344,8.104883595275359
345,8.194625925624852
346,8.451664175877584
347,8.113372791344222
348,8.205721892002817
349,8.460598157016362
350,8.669871736491102
351,8.884363061369752
352,9.259231489216559
353,9.188892406457407
354,9.01888181829292
355,9.13878022711694
356,8.977823555519143
357,9.308977855435575
358,9.326795115773201
359,9.565171152847345
360,9.363368270424687
361,9.785824494548693
362,10.125086392134373
363,9.800701904772056
364,10.01436114974556
365,10.172535997927776
366,9.985761662807715
367,10.228131178566331
368,10.261246436311716
369,10.368431158648804
370,10.236571547723365
371,10.521636030801906
372,10.725539797308125
373,11.04917976251508
374,11.011361809842706
375,11.39476133528528
376,10.74929665849421
377,11.243602658523269
378,11.155443066455415
379,11.740814563334169
380,11.074691904242146
381,11.149860327125333
382,11.292564003042038
383,10.993632192203993
384,11.474909553041629
385,11.49783133258214
386,11.80597905750091
387,11.934061708397653
388,12.397359741022006
389,12.245045905576374
390,11.941742099145982
391,11.939274294915064
392,12.364126501578676
393,11.98769305275909
394,12.851533892042532
395,12.763737780980211
396,12.426060806234347
397,12.188794404555033
398,13.028493951232852
399,12.733541604524946
400,13.142962859448952
401,12.505394452570412
402,12.823789679065372
403,13.043695275505177
404,13.12197889064552
405,13.064645136581076
406,13.398860288261782
407,13.041267983865742
408,13.336623222909402
409,13.465337744046307
410,13.625901343772922
411,13.736186830931093
412,13.337059668520094
413,13.29355657213602
414,14.054279643957404
415,13.874607545387711
416,13.65995250028055
417,14.28926724923451
418,13.983646942357101
419,14.301629736889339
420,14.074574915389332
421,14.622569747732568
422,14.594688342439838
423,14.140850991052622
424,14.491978195376227
425,14.455163778775301
426,14.67943966303107
427,14.138227660576186
428,14.591850414716427
429,14.724512854010138
430,14.058469476655437
431,14.239254435846734
432,14.060831896486645
433,14.53750472997203
434,14.817093981844973
435,15.044775407138633
436,14.717803984814422
437,15.135135823528536
438,14.410257216922046
439,14.35532852312074
440,14.791761994637348
441,14.924716050509101
442,14.842145922234012
443,14.353641750852132
444,14.866961697650089
445,14.580414976231832
446,15.08978722096797
447,15.028396773494142
448,14.714692528854927
449,14.832644317755488
450,14.706286153997523
451,14.963925206417603
452,15.225410445666087
453,14.745745594193934
454,15.122261685077877
455,14.866278105306344
456,14.801735490615364
457,14.97282570328505
458,14.738920822831943
459,14.855986251588373
460,14.690116331179748
461,15.474475791999948
462,14.984342443496422
463,14.791352869338926
464,15.00906529765083
465,14.915305938738996
466,14.874498349935847
467,15.068174434910768
468,15.087445385739276
469,14.747427466259209
470,14.716636422984138
471,14.77092599083241
472,14.24187245163685
473,14.414791319386845
474,15.110123550013359
475,15.15304982843618
476,14.65154670706301
477,14.828545972241098
478,14.731432193825782
479,15.391173813079273
480,14.867811858155616
481,14.521043752600889
482,14.277893901473318
483,14.07758487361015
484,14.491152522114271
485,14.210973333546603
486,14.00296816614719
487,14.154067419188925
488,14.001223847845537
489,14.64803069553346
490,14.400037336330545
491,14.129777833290394
492,14.45267629195209
493,14.051741808516631
494,13.765593268581014
495,14.309030294710983
496,14.009147717756372
497,13.5601315253711
498,13.715749468139142
499,13.487205490896788
500,13.302087837691358
501,13.819928955262723
502,14.005272210653423
503,13.116764240980102
504,13.544609356557723
505,13.177658678787212
506,13.15400044010425
507,13.0621750851231
508,12.927816380559221
509,13.08855340680285
510,12.800382787021851
511,13.006540467907326
512,12.856301812159343
513,12.73820930033428
514,12.499311277192856
515,12.50945740816758
516,12.769159761535708
517,12.631438364134972
518,12.186974724343814
519,12.380630614726623
520,12.467380248385249
521,11.785242601472135
522,12.260841747942758
523,11.881123854341643
524,12.110601050430624
525,11.697725036884199
526,11.357348128482705
527,11.321175953882875
528,11.659063647787999
529,11.63046583010951
530,11.257484940091349
531,11.560801490690427
532,10.9029474480728
533,11.218590952742847
534,10.84877430121245
535,10.904645550248436
536,10.995214116796992
537,10.683729587306823
538,10.71789617863513
539,10.980569186902981
540,10.499517919882125
541,10.767218063624759
542,10.190257035421597
543,10.519383440646134
544,10.66145854199344
545,9.597200039990835
546,9.929868387268044
547,10.187303016238578
548,9.906203669045812
549,9.963694267207169
550,9.633892538298394
551,9.720581060039263
552,9.57414829498467
553,9.819261766328955
554,9.505310175216833
555,9.440659778255892
556,9.168034773870016
557,9.064063379289294
558,8.993027524417286
559,9.11524858662669
560,8.827149302595961
561,8.920915363071044
562,9.283739297256687
563,8.899453712217886
564,8.517340740961961
565,8.81673938417354
566,8.332445952065477
567,7.843426455082887
568,8.019916858916986
569,7.723733366094704
570,8.023581802969849
571,8.036653211515057
572,8.372329533990719
573,7.956730143593271
574,7.7426309460453115
575,7.9278179277535745
576,7.091418634378716
577,7.627540103983692
578,7.686507231242866
579,7.050041483475774
580,7.632288269992073
581,7.35842190917035
582,7.098231709473921
583,7.289334127004947
584,7.628746952988735
585,7.037346247640015
586,6.985632146758444
587,6.741345702135767
588,6.577265341450987
589,6.93180216809064
590,6.445659722455115
591,6.614024511919769
592,6.414179503873837
593,6.591826905900708
594,6.495030957941928
595,6.611597215632035
596,6.166385846043339
597,6.1691971285166165
598,5.935866007101713
599,6.014506478145767
600,6.166075847867647
601,6.208332835248262
602,5.737058937350868
603,6.134711222796835
604,6.2071384710816915
605,5.923731328712744
606,6.2429536663742
607,5.534941851474973
608,5.3731256839225905
609,5.196788344227325
610,5.973950058004618
611,5.72330480094105
612,5.506907378597845
613,5.5532131449565325
614,5.165604587704325
615,6.023519864607237
616,5.410851684528344
617,5.373729043461327
618,5.497034924497517
619,5.406446590982075
620,5.314163106008925
621,5.033976402986445
622,5.324278004347517
623,5.653153381298014
624,5.496666096418424
625,5.537705673514544
626,4.992143327730362
627,4.854530336707905
628,5.053920510075177
629,5.084190478253023
630,5.330159928456036
631,4.621313522604022
632,5.416103333528083
633,4.984971469851764
634,4.909985223742295
635,4.757388101857997
636,4.59188725410839
637,5.2080612425536925
638,5.018746198523412
639,4.677556076383786
640,4.677387797084642
641,4.919803768979051
642,5.425078275544527
643,4.9484772966183215
644,4.644619280984577
645,4.967474699508754
646,4.970708060473421
647,4.376115863827842
648,5.049679071400615
649,5.019897283687367
650,5.267519239845307
651,5.572997316208051
652,5.411138981524836
653,5.082458218103756
654,4.894668834540307
655,5.837691031450962
656,5.2336304755440946
657,5.248199741502467
658,5.265986791086784
659,5.350240900482487
660,5.294723752904388
661,5.218876080383956
662,5.25842882610673
663,5.4211717415193315
664,5.329074743203377
665,5.32363420606949
666,5.566700824625231
667,5.515918145927968
668,5.996539721424455
669,4.999975774253759
670,5.979056921601599
671,6.06243584048677
672,5.278560413725568
673,5.758474969650872
674,5.79975701698898
675,5.590426781283741
676,5.798740387228898
677,5.767627754849655
678,6.536588355502025
679,6.386845463867177
680,6.5263597313557264
681,6.44555757752803
682,6.040651942375765
683,6.250649741950495
684,6.5640605288981035
685,6.1971764125187745
686,6.742985771424761
687,6.567700556295737
688,6.598121706901205
689,6.934592186875959
690,6.933904323420621
691,6.799524716340896
692,7.247448100265426
693,6.756100733296209
694,7.249982534467058
695,7.314766533036511
696,7.160436824333404
697,7.391507397869029
698,7.070143569075918
699,7.687652035541203
700,7.484896715089365
701,7.475650044291294
702,7.94450095194497
703,7.582767368662256
704,7.48400671315695
705,7.524874693557434
706,8.144062541806544
707,7.751575630657891
708,8.59007583104272
709,7.711137037147203
710,8.736499594101941
711,8.446406058338836
712,8.451215598750958
713,8.421358063894715
714,8.739993240917485
715,8.713824848812855
716,9.08246164047438
717,8.918949347144679
718,9.012052941022366
719,8.967963397730314
720,9.129297873162342
721,9.305406338901605
722,8.88606404126952
723,9.061913419976806
724,9.6703075362685
725,9.612892365844745
726,9.60999203190023
727,9.746510147150076
728,9.914787368226683
729,9.778993299143478
730,9.80542381864942
